transAmount,transCurrency,transDescription,transChannel,cardType,cardNetwork,cardExpDate,cardCompany,city,zipCode,latitude,longitude,deviceType,posPostalCodeType,country,state,posDetails.geoStreet1,posDetails.geoCity,posDetails.geoState,posDetails.geoCountry,posDetails.geoPostalCodeType,posDetails.lat,posDetails.lon,mobileDetails.deviceName,mobileDetails.deviceOS,mobileDetails.deviceNetwork,mobileDetails.appName,mobileDetails.userLat,mobileDetails.userLong,mobileDetails.deviceIP,webDetails.deviceMacAddr,webDetails.deviceIP,webDetails.browser,webDetails.deviceOS,webDetails.hostURL,paymentCard.cardType,paymentCard.cardExpDate,paymentCard.cardNetwork,paymentCard.cardCompany,paymentCard.cardCompanyCountry,paymentCard.cardLimit,paymentCard.cardBalance,customer.customerType,customer.customerAvgSpending,customer.customerRiskScore,customer.custGender,customer.custMaritalStatus,customer.custIncomeLevel,customer.custStreet1,customer.custStreet2,customer.custCity,customer.custState,customer.custCountry,customer.custPostalCode,customer.lat,customer.lon,storePOS.storeName,storePOS.storeRiskScore,storePOS.storeType,dollar_amount,fraud_flag
476,rupee,Vitae maiores quibus,POS,prepaid,mastercard,22-Feb,Langosh-Langosh,Spotsylvania,22551,38.20096588,-77.5891571,POS,Supermarket,US,VA,Brakus Glen,Spotsylvania,VA,US,Supermarket,38.200966,-77.58916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,22-Feb,mastercard,Langosh-Langosh,US,350384.8965,30330.06999,priority,7441.125734,0.439666522,Female,Married,Low,Erdman Walk,177,Georgetown,MD,US,21930,39.399723,-75.87417,Schamberger LLC,0.403454183,Delbert,7.31612,0
3520.432816,rupee,Nostrum quibusdam po,POS,credit,visa,20-Oct,Reichel-Reichel,PostFalls,83877,47.71805573,-116.9505539,POS,Supermarket,US,ID,Xavier Locks,PostFalls,ID,US,Supermarket,47.718056,-116.950554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,20-Oct,visa,Reichel-Reichel,US,728540.5076,36153.10853,business,7889.528037,0.316860785,Male,Married,Very High,Gabrielle Mountain,995,Spearfish,SD,US,57799,44.490833,-103.85889,"Daniel, Daniel and Daniel",0.276631277,Rowland,54.10905239,0
2434.80786,dollar,Quis perspiciatis vo,POS,debit,americanexpress,17-Nov,"Williamson, Williamson and Williamson",PostFalls,83877,47.71805573,-116.9505539,POS,Bank,US,ID,Ledner Row,PostFalls,ID,US,Bank,47.718056,-116.950554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,17-Nov,americanexpress,"Williamson, Williamson and Williamson",US,763076.2126,88736.87626,regular,7743.051015,0.547452661,Male,Other,High,Rutherford Lake,58,Spotsylvania,VA,US,22551,38.200966,-77.58916,"Romaguera, Romaguera and Romaguera",0.342301052,Presley,2434.80786,1
199,pound,Quisquam earum sapie,MOBILE,prepaid,visa,21-Jun,Lind-Lind,Whitefish,59937,48.40399933,-114.3508606,ios,NoPOS,US,MT,NA,NA,NA,NA,NA,NA,NA,Zechariah,ios,jio,Trippledex,17.379722,-110.55193,107.154.105.1,NA,NA,NA,NA,NA,prepaid,21-Jun,visa,Lind-Lind,US,305550.0347,62974.15786,regular,4339.769599,0.114890552,Female,Other,High,Stanton Glen,995,Whitefish,MT,US,59937,48.404,-114.35086,NA,NA,NA,261.884,0
2542.433474,yen,Rerum totam quidem d,POS,credit,americanexpress,19-May,"Hessel, Hessel and Hessel",Zahl,58856,48.5787468,-103.6599274,POS,Supermarket,US,ND,Gottlieb Springs,Zahl,ND,US,Supermarket,48.578747,-103.65993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,19-May,americanexpress,"Hessel, Hessel and Hessel",US,846769.3268,34676.56383,regular,4185.790677,0.275204147,Female,Unmarried,Low,Hartmann Ports,271,FortMill,SC,US,29707,35.00737,-80.945076,Reinger-Reinger,0.402947507,Soledad,22.33527807,0
2619.220918,yen,Omnis omnis culpa. O,MOBILE,credit,visa,18-Dec,Ledner LLC,WestChester,19388,39.96066284,-75.60549164,firefox,NoPOS,US,PA,NA,NA,NA,NA,NA,NA,NA,Rogelio,firefox,airtel,Daltfresh,4.1503147,24.169633,73.2.52.46,NA,NA,NA,NA,NA,credit,18-Dec,visa,Ledner LLC,US,903411.9601,81701.38843,regular,4158.98562,0.131449554,Female,Other,Low,Boyer Wall,170,WestChester,PA,US,19388,39.960663,-75.60549,NA,NA,NA,23.00985577,0
217,pound,Voluptate voluptatem,POS,prepaid,visa,18-Apr,"Simonis, Simonis and Simonis",Whitefish,59937,48.40399933,-114.3508606,POS,Bank,US,MT,Burnice Course,Whitefish,MT,US,Bank,48.404,-114.35086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,18-Apr,visa,"Simonis, Simonis and Simonis",US,391692.048,43910.97168,regular,6625.221666,0.12029319,Male,Married,Very High,Arne Expressway,787,Chicago,IL,US,60290,41.850033,-87.650055,"Oberbrunner, Oberbrunner and Oberbrunner",0.335658123,Anthony,285.572,0
3633.384529,yen,Ea iusto nam archite,WEB,debit,visa,17-Nov,"D'Amore, D'Amore and D'Amore",Edmond,73025,35.65283203,-97.47809601,safari,NoPOS,US,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8b:43:62:07:5b:17,23.235.209.181,safari,Solaris,www.naomi-cremin.biz,debit,17-Nov,visa,"D'Amore, D'Amore and D'Amore",US,503469.6441,15352.55791,business,7524.771925,0.379691937,Female,Married,Low,Marietta Mountains,918,Edmond,OK,US,73025,35.652832,-97.478096,NA,NA,NA,31.91928309,0
3731.147421,rupee,Nostrum consequatur ,MOBILE,debit,mastercard,20-Dec,Jenkins-Jenkins,Alta,83414,43.75388718,-111.0361099,android,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,Ebba,android,idea,Zamit,-79.122174,56.789731,96.43.110.81,NA,NA,NA,NA,NA,debit,20-Dec,mastercard,Jenkins-Jenkins,US,819058.4139,71670.24459,partner,7320.64121,0.209261037,Male,Unmarried,Low,Kenny Roads,87,Alta,WY,US,83414,43.753887,-111.03611,NA,NA,NA,57.34773586,0
308,pound,Esse fugit et vel te,POS,prepaid,visa,22-Apr,"Kertzmann, Kertzmann and Kertzmann",NewBrunswick,8989,40.45019913,-74.48040009,POS,Bank,US,NJ,Shanon Stream,NewBrunswick,NJ,US,Bank,40.4502,-74.4804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,22-Apr,visa,"Kertzmann, Kertzmann and Kertzmann",US,377926.0031,83249.57916,priority,5321.385597,0.5227962,Female,Unmarried,Very High,Danielle Trail,491,Lafayette,LA,US,70500,30.22409,-92.019844,Will-Will,0.493521573,Guillermo,405.328,1
2420.639667,rupee,Esse deserunt aut. T,MOBILE,credit,mastercard,21-Mar,Denesik-Denesik,Rolla,67954,37.1088829,-101.6446838,windows,NoPOS,US,KS,NA,NA,NA,NA,NA,NA,NA,Hellen,windows,idea,Sonsing,72.291888,155.46976,107.154.105.1,NA,NA,NA,NA,NA,credit,21-Mar,mastercard,Denesik-Denesik,US,644384.1197,26403.80081,regular,7825.878153,0.548388133,Female,Married,Low,Mayer Forge,478,Rolla,KS,US,67954,37.108883,-101.644684,NA,NA,NA,37.20523169,1
1046.293526,rupee,Aut est a. Id omnis ,WEB,debit,americanexpress,22-Mar,Marvin-Marvin,NewBrunswick,8989,40.45019913,-74.48040009,ub,NoPOS,US,NJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b5:d1:8a:9c:8a:92,104.24.104.181,ub,MacOS,www.amalia-schulist.io,debit,22-Mar,americanexpress,Marvin-Marvin,US,898656.4767,12625.39396,business,6498.8975,0.364475812,Male,Other,Low,Justyn View,960,NewBrunswick,NJ,US,8989,40.4502,-74.4804,NA,NA,NA,16.08153149,0
3409.951046,dollar,Non architecto non e,WEB,debit,americanexpress,21-Mar,Leuschke and Sons,Reynoldsburg,43069,39.95478439,-82.81211853,ie,NoPOS,US,OH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca:86:fb:f4:08:b9,73.2.52.46,ie,Solaris,www.conor-osinski.io,debit,21-Mar,americanexpress,Leuschke and Sons,US,401845.6566,64553.44914,business,4513.357715,0.07298049,Female,Other,High,Bode Vista,330,Reynoldsburg,OH,US,43069,39.954784,-82.81212,NA,NA,NA,3409.951046,0
1307.133484,dollar,Omnis consequuntur i,MOBILE,debit,visa,21-Sep,Hintz Inc,Reno,89508,39.52963257,-119.8138046,ubuntu,NoPOS,US,NV,NA,NA,NA,NA,NA,NA,NA,Harrison,ubuntu,idea,Temp,-24.775908,-20.694841,23.235.209.181,NA,NA,NA,NA,NA,debit,21-Sep,visa,Hintz Inc,US,774882.0898,94657.55574,regular,5104.596601,0.07649499,Male,Other,High,Macy Divide,579,Reno,NV,US,89508,39.529633,-119.813805,NA,NA,NA,1307.133484,0
1970.372472,rupee,Amet nihil quis dolo,WEB,credit,mastercard,19-Jun,Bashirian-Bashirian,Andover,5544,42.64640045,-71.16570282,opera,NoPOS,US,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fb:06:b0:ce:22:20,47.52.0.242,opera,Windows,www.oral-pfeffer.info,credit,19-Jun,mastercard,Bashirian-Bashirian,US,287793.4853,98343.89731,regular,6021.658459,0.025269504,Male,Unmarried,Low,Randall Square,744,Andover,MA,US,5544,42.6464,-71.1657,NA,NA,NA,30.28462489,0
432,pound,Itaque id error. Ull,POS,prepaid,americanexpress,18-Jul,Legros LLC,Warroad,56763,48.91114426,-95.35384369,POS,Other,US,MN,Cummings Centers,Warroad,MN,US,Other,48.911144,-95.35384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,18-Jul,americanexpress,Legros LLC,US,531371.963,38211.36296,business,4360.080868,0.386633385,Female,Married,High,Lynch Forest,774,BattleCreek,MI,US,49037,42.32115,-85.17971,Mills Group,0.18636082,Tod,568.512,0
75,dollar,Esse et facere. Et q,MOBILE,prepaid,mastercard,20-Feb,Hauck-Hauck,Lafayette,70500,30.22409058,-92.01984406,firefox,NoPOS,US,LA,NA,NA,NA,NA,NA,NA,NA,Albertha,firefox,vodaphone,Cardify,-86.098022,129.33645,8.8.8.8,NA,NA,NA,NA,NA,prepaid,20-Feb,mastercard,Hauck-Hauck,US,617564.6375,5363.429352,regular,3023.125656,0.102753367,Female,Married,Low,Von Point,662,Lafayette,LA,US,70500,30.22409,-92.019844,NA,NA,NA,75,0
2791.588713,rupee,Iste accusantium nes,MOBILE,debit,visa,20-Nov,"Sporer, Sporer and Sporer",Norton,5907,44.98878098,-71.78843689,firefox,NoPOS,US,VT,NA,NA,NA,NA,NA,NA,NA,Nyah,firefox,jio,Konklux,-5.9467655,9.6048574,40.118.240.200,NA,NA,NA,NA,NA,debit,20-Nov,visa,"Sporer, Sporer and Sporer",US,366028.9464,1595.341164,regular,6989.255606,0.14772139,Female,Married,High,Karine Via,36,Norton,VT,US,5907,44.98878,-71.78844,NA,NA,NA,42.90671852,0
3745.167382,rupee,Quia est minus itaqu,POS,credit,mastercard,18-Apr,Senger Inc,Lee,3861,43.12313843,-71.01145172,POS,Supermarket,US,NH,Kulas Shores,Lee,NH,US,Supermarket,43.12314,-71.01145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,18-Apr,mastercard,Senger Inc,US,349871.0794,13223.25533,partner,4650.529779,0.462563832,Male,Unmarried,High,Dickens Club,39,Warroad,MN,US,56763,48.911144,-95.35384,Weissnat-Weissnat,0.188109782,Aubree,57.56322266,0
472,pound,Molestiae cupiditate,WEB,prepaid,americanexpress,18-Jul,Legros LLC,BattleCreek,49037,42.32115173,-85.17971039,chrome,NoPOS,US,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ff:cf:08:5c:a0:75,73.2.52.46,chrome,Other,www.ewell-sipes.io,prepaid,18-Jul,americanexpress,Legros LLC,US,531371.963,38211.36296,business,4360.080868,0.386633385,Female,Married,High,Lynch Forest,774,BattleCreek,MI,US,49037,42.32115,-85.17971,NA,NA,NA,621.152,0
1720.105908,dollar,Sit vero voluptatum ,POS,debit,visa,18-Oct,"Nicolas, Nicolas and Nicolas",NewBrunswick,8989,40.45019913,-74.48040009,POS,Bank,US,NJ,Raquel Stravenue,NewBrunswick,NJ,US,Bank,40.4502,-74.4804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,18-Oct,visa,"Nicolas, Nicolas and Nicolas",US,348444.6627,75219.93693,business,6496.270424,0.03796213,Female,Married,High,Rudy Parks,123,Warne,NC,US,28909,35.002438,-83.90454,Lowe-Lowe,0.001269106,Ella,1720.105908,0
2786.605693,yen,Blanditiis voluptate,POS,debit,mastercard,19-Mar,Batz and Sons,Andover,5544,42.64640045,-71.16570282,POS,Supermarket,US,MA,Raynor Way,Andover,MA,US,Supermarket,42.6464,-71.1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,19-Mar,mastercard,Batz and Sons,US,444591.6931,67029.11057,priority,6413.669765,0.010766996,Male,Married,Low,Wyman Views,729,NewYork,NY,US,10075,40.714268,-74.005974,Strosin Inc,0.298085344,Kennith,24.48033101,0
2644.490667,dollar,Illum dolores iusto ,POS,debit,americanexpress,20-Jan,"Effertz, Effertz and Effertz",RoundRock,78665,30.508255,-97.67889404,POS,Supermarket,US,TX,Wunsch Plain,RoundRock,TX,US,Supermarket,30.508255,-97.678894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,20-Jan,americanexpress,"Effertz, Effertz and Effertz",US,621839.1883,28813.36112,partner,3549.830864,0.313378958,Male,Other,High,Westley Parkway,50,NewYork,NY,US,10075,40.714268,-74.005974,"Eichmann, Eichmann and Eichmann",0.291306413,Juana,2644.490667,0
1403.040309,rupee,Rem delectus quaerat,MOBILE,debit,mastercard,21-Dec,"Schulist, Schulist and Schulist",Rolla,67954,37.1088829,-101.6446838,firefox,NoPOS,US,KS,NA,NA,NA,NA,NA,NA,NA,Florida,firefox,airtel,Tampflex,50.30072,-35.980999,8.8.8.8,NA,NA,NA,NA,NA,debit,21-Dec,mastercard,"Schulist, Schulist and Schulist",US,924819.3051,86786.17818,partner,7854.367137,0.043482711,Female,Married,Very High,Halvorson Neck,537,Rolla,KS,US,67954,37.108883,-101.644684,NA,NA,NA,21.56472955,0
3683.516904,dollar,Quod porro nulla opt,MOBILE,debit,americanexpress,18-Oct,"Sawayn, Sawayn and Sawayn",Carolina,988,18.40200043,-65.97820282,ubuntu,NoPOS,US,PR,NA,NA,NA,NA,NA,NA,NA,Joy,ubuntu,aircel,Bitwolf,-56.540404,103.1949,8.8.8.8,NA,NA,NA,NA,NA,debit,18-Oct,americanexpress,"Sawayn, Sawayn and Sawayn",US,778061.0664,21666.30074,regular,3336.491928,0.30659942,Male,Unmarried,Very High,McGlynn Port,774,Carolina,PR,US,988,18.402,-65.9782,NA,NA,NA,3683.516904,0
1167.654427,dollar,Perferendis nam veli,MOBILE,debit,americanexpress,20-Dec,Padberg LLC,NewBrunswick,8989,40.45019913,-74.48040009,symbian,NoPOS,US,NJ,NA,NA,NA,NA,NA,NA,NA,Felicita,symbian,aircel,Biodex,-77.860413,-163.5695,23.235.209.181,NA,NA,NA,NA,NA,debit,20-Dec,americanexpress,Padberg LLC,US,461885.2247,94368.69109,business,5270.760204,0.193462904,Male,Other,Low,Mitchel Knoll,710,NewBrunswick,NJ,US,8989,40.4502,-74.4804,NA,NA,NA,1167.654427,0
119,pound,Magni qui ea nam eiu,POS,prepaid,mastercard,20-Jul,Brakus-Brakus,WhiteMills,42788,37.54376602,-86.03952026,POS,Other,US,KY,Bruen Mission,WhiteMills,KY,US,Other,37.543766,-86.03952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,20-Jul,mastercard,Brakus-Brakus,US,265023.0091,29146.75623,partner,5223.179348,0.519609527,Male,Other,High,Jackie Centers,652,Wilder,TN,US,38589,36.230526,-85.074715,"Beatty, Beatty and Beatty",0.310015173,Kyleigh,156.604,1
2050.018213,pound,Et nisi aut nobis si,MOBILE,credit,visa,18-Dec,Sporer Group,Atlanta,39901,33.8871994,-84.28970337,firefox,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,Elisabeth,firefox,airtel,Daltfresh,53.836703,129.68465,157.240.0.36,NA,NA,NA,NA,NA,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,NA,NA,NA,2697.823969,0
3299.805625,yen,Quos illo dolor solu,MOBILE,credit,mastercard,22-Jun,Schmeler-Schmeler,FortMill,29707,35.00737,-80.94507599,android,NoPOS,US,SC,NA,NA,NA,NA,NA,NA,NA,Audreanne,android,aircel,Voyatouch,-44.435325,-87.500728,8.8.8.8,NA,NA,NA,NA,NA,credit,22-Jun,mastercard,Schmeler-Schmeler,US,375925.297,15487.71168,partner,7011.906117,0.091629208,Female,Other,High,General Way,692,FortMill,SC,US,29707,35.00737,-80.945076,NA,NA,NA,28.98879241,0
2371.922609,rupee,Tempore iste nisi. T,POS,debit,americanexpress,17-Nov,"Williamson, Williamson and Williamson",Andover,5544,42.64640045,-71.16570282,POS,Bank,US,MA,Kody Lakes,Andover,MA,US,Bank,42.6464,-71.1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,17-Nov,americanexpress,"Williamson, Williamson and Williamson",US,763076.2126,88736.87626,regular,7743.051015,0.547452661,Male,Other,High,Rutherford Lake,58,Spotsylvania,VA,US,22551,38.200966,-77.58916,"Nienow, Nienow and Nienow",0.532930667,Alec,36.4564505,1
3915.52619,dollar,Corporis aut modi et,POS,debit,visa,21-Sep,Hintz Inc,Sacramento,95811,38.58157349,-121.4944,POS,Other,US,CA,Trystan Fall,Sacramento,CA,US,Other,38.581573,-121.4944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,21-Sep,visa,Hintz Inc,US,774882.0898,94657.55574,regular,5104.596601,0.07649499,Male,Other,High,Macy Divide,579,Reno,NV,US,89508,39.529633,-119.813805,"Labadie, Labadie and Labadie",0.030761852,Melody,3915.52619,0
1948.625704,pound,Rem tenetur beatae. ,POS,debit,visa,18-Oct,Grant and Sons,Warne,28909,35.00243759,-83.90454102,POS,Other,US,NC,Deckow Station,Warne,NC,US,Other,35.002438,-83.90454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,18-Oct,visa,Grant and Sons,US,952793.1604,19478.73103,priority,5101.459697,0.501701238,Male,Married,Very High,Liana Brooks,523,Spotsylvania,VA,US,22551,38.200966,-77.58916,Lubowitz Group,0.007297263,Wilma,2564.391427,1
2890.483771,rupee,Voluptates ex archit,MOBILE,debit,visa,18-May,Bergstrom-Bergstrom,Trementina,88439,35.58494568,-104.6163406,ios,NoPOS,US,NM,NA,NA,NA,NA,NA,NA,NA,Vincent,ios,vodaphone,Rank,36.608525,179.47954,73.2.52.46,NA,NA,NA,NA,NA,debit,18-May,visa,Bergstrom-Bergstrom,US,580270.2184,20134.147,partner,7929.260467,0.437091672,Male,Married,Low,VonRueden Meadows,441,Trementina,NM,US,88439,35.584946,-104.61634,NA,NA,NA,44.42673556,0
3567.313612,dollar,Soluta sed qui volup,MOBILE,debit,americanexpress,19-Jun,Daugherty Inc,Spotsylvania,22551,38.20096588,-77.5891571,ubuntu,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,Cicero,ubuntu,aircel,Job,-48.693071,-55.94072,107.154.105.1,NA,NA,NA,NA,NA,debit,19-Jun,americanexpress,Daugherty Inc,US,235348.372,7422.929002,partner,7397.405587,0.327467592,Male,Other,Very High,Metz Spurs,305,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,3567.313612,0
3333.426278,rupee,Quae provident et cu,MOBILE,credit,americanexpress,17-Nov,"Miller, Miller and Miller",Alta,83414,43.75388718,-111.0361099,android,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,Giuseppe,android,vodaphone,Job,-17.737817,-58.704723,107.154.105.1,NA,NA,NA,NA,NA,credit,17-Nov,americanexpress,"Miller, Miller and Miller",US,629579.895,34299.9769,partner,6071.353505,0.505207992,Male,Married,Very High,Abernathy Glen,995,Alta,WY,US,83414,43.753887,-111.03611,NA,NA,NA,51.23476189,1
1341.060071,dollar,Ut est minima ipsa q,MOBILE,credit,americanexpress,18-Sep,Gerlach Inc,WhiteMills,42788,37.54376602,-86.03952026,symbian,NoPOS,US,KY,NA,NA,NA,NA,NA,NA,NA,Lempi,symbian,vodaphone,Tresom,85.903454,120.00426,107.154.105.1,NA,NA,NA,NA,NA,credit,18-Sep,americanexpress,Gerlach Inc,US,846601.1466,8959.358655,priority,3405.01056,0.129625855,Male,Married,Very High,Labadie Forges,260,WhiteMills,KY,US,42788,37.543766,-86.03952,NA,NA,NA,1341.060071,0
2595.725672,rupee,Quia quis perspiciat,POS,credit,visa,22-May,Maggio LLC,ColoradoSprings,80902,38.83388138,-104.8213654,POS,Supermarket,US,CO,O'Hara Viaduct,ColoradoSprings,CO,US,Supermarket,38.83388,-104.821365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,22-May,visa,Maggio LLC,US,560537.1023,68804.04541,partner,3407.555384,0.332790829,Male,Married,Low,Price View,885,WestChester,PA,US,19388,39.960663,-75.60549,Daugherty LLC,0.379302253,Quentin,39.89630357,0
2378.123612,yen,Culpa quia delectus.,WEB,debit,mastercard,21-Dec,"Schulist, Schulist and Schulist",Rolla,67954,37.1088829,-101.6446838,firefox,NoPOS,US,KS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bc:3a:f9:7c:7a:f5,157.240.0.36,firefox,Windows,www.yvonne-kuhic.com,debit,21-Dec,mastercard,"Schulist, Schulist and Schulist",US,924819.3051,86786.17818,partner,7854.367137,0.043482711,Female,Married,Very High,Halvorson Neck,537,Rolla,KS,US,67954,37.108883,-101.644684,NA,NA,NA,20.89181593,0
1099.769038,pound,Nisi nesciunt occaec,MOBILE,credit,visa,20-Apr,"Schaefer, Schaefer and Schaefer",Washington,56972,38.85879898,-76.98680115,firefox,NoPOS,US,DC,NA,NA,NA,NA,NA,NA,NA,Wyman,firefox,airtel,Fintone,22.571146,143.0793,47.52.0.242,NA,NA,NA,NA,NA,credit,20-Apr,visa,"Schaefer, Schaefer and Schaefer",US,423440.4353,78038.22544,business,3316.249606,0.455087372,Female,Married,High,Allene Vista,310,Washington,DC,US,56972,38.8588,-76.9868,NA,NA,NA,1447.296054,0
3245.877545,rupee,Nostrum ipsam a. Ea ,POS,credit,mastercard,19-Jun,Bashirian-Bashirian,Chicago,60290,41.85003281,-87.65005493,POS,Other,US,IL,Gusikowski Unions,Chicago,IL,US,Other,41.850033,-87.650055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,19-Jun,mastercard,Bashirian-Bashirian,US,287793.4853,98343.89731,regular,6021.658459,0.025269504,Male,Unmarried,Low,Randall Square,744,Andover,MA,US,5544,42.6464,-71.1657,Aufderhar-Aufderhar,0.177637874,Carlo,49.88913787,0
3890.112952,pound,Dicta molestias dolo,MOBILE,credit,mastercard,19-Jan,"Davis, Davis and Davis",Whitefish,59937,48.40399933,-114.3508606,ios,NoPOS,US,MT,NA,NA,NA,NA,NA,NA,NA,Levi,ios,aircel,Keylex,-65.858416,-36.639698,40.118.240.200,NA,NA,NA,NA,NA,credit,19-Jan,mastercard,"Davis, Davis and Davis",US,245588.7732,86492.77589,business,5056.343151,0.065977291,Male,Other,Very High,Marlene Lake,159,Whitefish,MT,US,59937,48.404,-114.35086,NA,NA,NA,5119.388645,0
1939.634588,rupee,Ipsum illo sed inven,POS,debit,visa,21-Sep,Hintz Inc,Fishers,46085,39.95559311,-86.01387024,POS,Other,US,IN,Asa Manor,Fishers,IN,US,Other,39.955593,-86.01387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,21-Sep,visa,Hintz Inc,US,774882.0898,94657.55574,regular,5104.596601,0.07649499,Male,Other,High,Macy Divide,579,Reno,NV,US,89508,39.529633,-119.813805,Hilll LLC,0.373328683,Armand,29.81218361,0
1062.06115,rupee,Omnis ex et et. Solu,WEB,credit,mastercard,20-May,Kautzer-Kautzer,Woodside,19980,39.07138824,-75.56861115,ub,NoPOS,US,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e4:99:5a:a2:65:7d,8.8.8.8,ub,MacOS,www.johanna-grant.net,credit,20-May,mastercard,Kautzer-Kautzer,US,715133.6677,73262.89961,partner,3697.713773,0.155335388,Male,Other,Very High,Yasmine Stravenue,893,Woodside,DE,US,19980,39.07139,-75.56861,NA,NA,NA,16.32387987,0
3897.508654,rupee,Numquam asperiores n,POS,debit,americanexpress,19-Dec,"Hoeger, Hoeger and Hoeger",Norton,5907,44.98878098,-71.78843689,POS,Bank,US,VT,Wiza Mountain,Norton,VT,US,Bank,44.98878,-71.78844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,19-Dec,americanexpress,"Hoeger, Hoeger and Hoeger",US,225848.4036,78734.49116,priority,4516.387984,0.386419597,Female,Married,High,Victoria Station,230,RoundRock,TX,US,78665,30.508255,-97.678894,Raynor and Sons,0.152901423,Abbigail,59.90470802,0
3759.63493,pound,Incidunt et at possi,POS,credit,mastercard,18-Apr,Senger Inc,Andover,5544,42.64640045,-71.16570282,POS,Bank,US,MA,Susanna Shoal,Andover,MA,US,Bank,42.6464,-71.1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,18-Apr,mastercard,Senger Inc,US,349871.0794,13223.25533,partner,4650.529779,0.462563832,Male,Unmarried,High,Dickens Club,39,Warroad,MN,US,56763,48.911144,-95.35384,"Satterfield, Satterfield and Satterfield",0.041918418,Aubrey,4947.679568,0
440,pound,Nulla modi a. Dicta ,WEB,prepaid,mastercard,18-Jul,Blick and Sons,Providence,2940,41.82379913,-71.41329956,ub,NoPOS,US,RI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:2c:76:c0:89:8d,104.24.104.181,ub,Linux,www.kaitlyn-dubuque.io,prepaid,18-Jul,mastercard,Blick and Sons,US,863871.5753,73296.33842,business,3023.904797,0.016463309,Male,Other,Low,Senger Unions,82,Providence,RI,US,2940,41.8238,-71.4133,NA,NA,NA,579.04,0
346,dollar,Ex odio aut fuga eli,MOBILE,prepaid,americanexpress,20-Feb,Mills and Sons,Carolina,988,18.40200043,-65.97820282,firefox,NoPOS,US,PR,NA,NA,NA,NA,NA,NA,NA,Sterling,firefox,aircel,Overhold,38.307673,-153.24256,8.8.8.8,NA,NA,NA,NA,NA,prepaid,20-Feb,americanexpress,Mills and Sons,US,584119.8165,80573.26825,regular,6070.197159,0.244361242,Male,Married,Very High,Natalia Glens,760,Carolina,PR,US,988,18.402,-65.9782,NA,NA,NA,346,0
